OBJECTID;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;STRZUSTAND
2853;1,22007E+19;12;0;69;17;2020;7;14;6;3;5;3;0;0;1;0;0;0;0;771993,7639;5796269,529;12,98499327;52,24946802;0
2854;1,22006E+19;12;0;60;20;2020;6;10;3;3;5;3;0;0;1;0;0;0;1;810224,582;5846749,547;13,59022217;52,6816494;0
2855;1,22006E+19;12;0;54;0;2020;6;6;3;3;2;6;0;0;1;0;0;0;0;777592,9876;5811167,098;13,07908956;52,38027127;0
2856;1,22006E+19;12;0;68;468;2020;6;12;1;3;9;1;0;0;1;0;0;0;0;735925,3419;5898163,018;12,53084469;53,18041456;0
2857;1,22007E+19;12;0;60;280;2020;7;14;6;3;0;1;0;1;0;0;0;0;0;817763,7442;5837691,019;13,69265904;52,59612147;1
2858;1,22008E+19;12;0;67;120;2020;8;12;2;3;5;3;0;1;1;0;0;0;0;885569,8228;5790709,136;14,63523973;52,13199726;0
2859;1,22006E+19;12;0;69;596;2020;6;16;5;3;2;6;0;0;1;0;0;0;0;773360,0658;5799608,482;13,00766141;52,27873697;0
2860;1,22008E+19;12;0;54;0;2020;8;7;6;2;0;6;0;1;1;0;0;0;0;776260,763;5812128,262;13,06035867;52,38956401;1
2861;1,22008E+19;12;0;60;20;2020;8;15;7;3;5;3;0;1;0;0;0;0;0;809816,9123;5845397,52;13,58294036;52,66976679;0
2862;1,22006E+19;12;0;60;181;2020;6;16;3;3;2;2;0;0;1;0;1;0;0;807980,076;5844135,889;13,55468483;52,65950672;0
2863;1,22007E+19;12;0;52;0;2020;7;8;2;3;3;6;0;0;1;0;0;0;0;869552,3583;5748856,56;14,35731875;51,76829288;0
2864;1,22006E+19;12;0;71;160;2020;6;21;6;3;5;3;0;1;1;0;0;0;0;891989,5652;5770106,043;14,70497576;51,94316799;0
2865;1,22008E+19;12;0;64;448;2020;8;15;7;3;8;6;0;0;1;0;0;0;0;868286,4012;5835041,188;14,43242665;52,54056461;0
2866;1,22006E+19;12;0;54;0;2020;6;5;2;3;5;3;0;0;1;0;0;0;0;778793,5432;5809393,097;13,09520824;52,36375363;0
2867;1,22007E+19;12;0;67;24;2020;7;16;6;3;8;7;0;0;1;0;0;0;0;844032,9988;5805725,889;14,04611163;52,29389132;0
2868;1,22008E+19;12;0;64;172;2020;8;16;7;3;1;5;0;0;1;0;1;0;0;872057,6328;5839134,535;14,49236478;52,57463453;0
2869;1,22007E+19;12;0;52;0;2020;7;13;1;2;5;3;0;0;1;0;0;0;0;866641,596;5750120,231;14,31665172;51,78151799;0
2870;1,22006E+19;12;0;64;340;2020;6;11;3;1;8;1;0;0;1;0;0;1;0;854156,0399;5836540,634;14,22655598;52,56335402;0
2871;1,22009E+19;12;0;72;297;2020;9;20;5;3;2;6;2;0;1;0;0;0;0;764788,3978;5764742,637;12,85518633;51,97017527;1
2872;1,22007E+19;12;0;63;80;2020;7;10;3;3;2;2;0;0;1;0;0;0;0;777694,618;5832142,763;13,09804423;52,56831533;0
2873;1,22008E+19;12;0;65;144;2020;8;16;7;3;8;1;0;0;0;0;1;0;0;786984,633;5840948,467;13,24237449;52,642444;0
2874;1,22008E+19;12;0;60;100;2020;8;17;5;2;3;6;0;1;1;0;0;0;0;817985,0477;5874222,864;13,73133091;52,92329426;0
2875;1,22007E+19;12;0;63;36;2020;7;7;5;3;5;3;0;0;1;0;0;0;0;769054,7861;5832206,607;12,97093305;52,57322753;0
2876;1,22006E+19;12;0;69;590;2020;6;11;7;3;2;6;0;0;1;0;0;0;0;767048,906;5800328,035;12,91594192;52,2882918;0
2877;1,22006E+19;12;0;69;680;2020;6;11;4;3;7;7;0;0;0;1;1;0;0;736567,4966;5798161,204;12,46839469;52,28281163;0
2878;1,22008E+19;12;0;66;272;2020;8;12;4;3;2;1;0;0;1;0;0;1;0;837286,7241;5712455,33;13,85646863;51,46253214;0
2879;1,22006E+19;12;0;72;298;2020;6;16;6;3;9;7;0;0;0;0;0;1;0;790521,4766;5760480,707;13,22519524;51,9191154;0
2880;1,22007E+19;12;0;54;0;2020;7;17;3;3;6;4;0;1;0;1;0;0;0;777150,1735;5814166,536;13,07508133;52,40739322;0
2881;1,22008E+19;12;0;70;244;2020;8;14;6;3;3;2;0;1;0;0;0;0;0;665316,4959;5884965,228;11,46861581;53,08851282;0
2882;1,22007E+19;12;0;72;232;2020;7;14;6;3;5;3;0;1;1;0;0;0;0;785241,6516;5779856,974;13,16475407;52,09559587;0
2883;1,22006E+19;12;0;64;380;2020;6;16;3;2;2;6;0;1;1;0;0;0;0;826467,2894;5830137,908;13,81327481;52,52330417;0
2884;1,22009E+19;12;0;60;5;2020;9;13;3;3;5;3;0;1;1;0;0;0;0;811864,4846;5837770,276;13,60592383;52,6002466;0
2885;1,22008E+19;12;0;64;227;2020;8;21;3;2;1;5;2;0;1;0;0;0;0;815546,6262;5828269,962;13,65108082;52,51299572;0
2886;1,22007E+19;12;0;63;208;2020;7;15;5;3;2;6;0;0;1;0;0;0;0;763513,0341;5833928,601;12,8907198;52,59138446;0
2887;1,22006E+19;12;0;73;458;2020;6;11;2;2;8;7;0;0;0;0;0;0;1;837843,598;5915325,609;14,06878604;53,27923317;0
2888;1,22008E+19;12;0;60;269;2020;8;6;3;3;5;3;0;1;1;0;0;0;0;799403,63;5850598,415;13,43414313;52,72223092;0
2889;1,22007E+19;12;0;67;120;2020;7;18;3;3;5;3;0;1;1;0;0;0;0;885529,6626;5792382,06;14,63655107;52,14699331;0
2890;1,22007E+19;12;0;65;198;2020;7;20;1;2;5;3;0;0;1;0;1;0;0;779071,179;5873560,304;13,1535338;52,93897649;0
2891;1,22008E+19;12;0;69;397;2020;8;14;2;2;1;6;0;0;1;0;0;1;0;777693,5085;5802275,068;13,07321666;52,30047959;0
2892;1,22006E+19;12;0;72;477;2020;6;18;4;3;2;6;0;1;1;0;0;0;0;811382,6986;5794520,917;13,55861842;52,21293849;0
2893;1,22006E+19;12;0;72;340;2020;6;15;7;3;5;3;0;0;1;0;0;0;0;803667,4834;5803737,979;13,45432718;52,29985835;0
2894;1,22007E+19;12;0;64;336;2020;7;20;1;3;0;1;0;0;0;0;0;0;1;819028,7745;5829459,654;13,70336068;52,52162994;0
2895;1,22008E+19;12;0;64;336;2020;8;13;4;3;2;6;0;0;1;0;0;0;0;819353,2995;5828123,484;13,70684523;52,50946816;0
2896;1,22008E+19;12;0;65;256;2020;8;3;1;2;6;4;2;0;1;1;0;0;0;790674,1528;5854842,32;13,30902197;52,76503293;0
2897;1,22008E+19;12;0;60;172;2020;8;10;1;3;8;1;0;0;0;0;1;0;0;832665,9608;5867124,968;13,94164964;52,85084099;0
2898;1,22008E+19;12;0;65;332;2020;8;14;5;3;2;2;0;0;1;0;0;0;0;782542,843;5845363,834;13,18068736;52,68436223;0
2899;1,22006E+19;12;0;60;5;2020;6;18;7;3;5;3;0;0;1;0;0;0;0;812327,3701;5838292,177;13,61322847;52,60465763;1
2900;1,22007E+19;12;0;68;306;2020;7;8;4;3;9;1;0;0;1;0;0;0;0;749311,1019;5872659,794;12,71098448;52,9455414;1
2901;1,22008E+19;12;0;67;137;2020;8;11;6;2;5;3;0;1;1;0;0;0;0;865078,446;5788435,852;14,33475789;52,12555361;0
2902;1,22007E+19;12;0;72;240;2020;7;8;6;3;9;1;0;0;1;0;0;0;0;787958,5605;5802962,872;13,22393686;52,30136447;0
2903;1,22006E+19;12;0;67;120;2020;6;17;3;3;5;2;0;0;1;0;0;0;1;885234,0728;5792877,138;14,63281283;52,15162894;1
2904;1,22009E+19;12;0;72;297;2020;9;14;3;2;5;2;0;0;1;0;0;0;1;762836,2141;5765312,689;12,8272686;51,97621533;0
2905;1,22008E+19;12;0;60;100;2020;8;20;3;3;7;7;2;0;0;0;1;0;0;819111,2349;5878687,811;13,75241593;52,96262659;1
2906;1,22006E+19;12;0;63;142;2020;6;4;7;3;7;7;1;0;0;0;1;0;0;746550,6702;5844797,675;12,64896134;52,69685515;0
2907;1,22007E+19;12;0;67;544;2020;7;13;2;2;0;7;0;1;0;0;0;0;0;823186,0323;5821301,063;13,75651312;52,44608795;0
2908;1,22007E+19;12;0;72;312;2020;7;9;5;3;0;7;0;0;0;0;1;0;1;779276,4614;5786985,09;13,08374886;52,16256178;1
2909;1,22006E+19;12;0;69;306;2020;6;9;2;2;3;6;0;0;1;0;0;1;0;755787,0202;5805600,31;12,75519939;52,34094578;0
2910;1,22008E+19;12;0;54;0;2020;8;11;3;3;2;6;0;0;1;0;0;0;0;775754,6612;5814232,236;13,05467242;52,40868709;1
2911;1,22007E+19;12;0;53;0;2020;7;10;3;3;2;6;0;0;1;0;0;0;0;879479,4556;5810648,55;14,56902915;52,3146328;0
2912;1,22007E+19;12;0;61;476;2020;7;13;1;2;2;6;0;0;0;0;1;0;0;853293,2666;5763213,936;14,13730642;51,90735372;0
2913;1,22006E+19;12;0;62;140;2020;6;9;3;3;5;3;0;1;1;0;0;0;0;821656,6857;5730572,061;13,64878382;51,63398993;0
2914;1,22008E+19;12;0;68;181;2020;8;14;3;2;8;6;0;0;1;0;0;0;0;727921,7042;5894150,953;12,40844216;53,14790042;0
2915;1,22006E+19;12;0;64;512;2020;6;14;5;3;5;2;0;1;1;0;0;0;0;846441,7516;5853785,893;14,13129765;52,72273095;0
2916;1,22006E+19;12;0;63;56;2020;6;23;7;1;2;6;2;0;1;0;1;0;0;777328,8014;5828079,431;13,08926673;52,53206518;0
2917;1,22007E+19;12;0;66;320;2020;7;14;1;3;2;6;0;0;1;0;0;0;0;850386,3717;5750017,784;14,08185503;51,79100706;0
2918;1,22008E+19;12;0;61;320;2020;8;9;4;2;8;1;0;0;0;0;0;0;1;832701,6355;5759813,431;13,83578776;51,88955904;0
2919;1,22008E+19;12;0;60;5;2020;8;15;1;3;2;6;0;0;1;0;1;0;0;810672,5008;5835472,085;13,58622576;52,5803343;0
2920;1,22008E+19;12;0;54;0;2020;8;16;1;3;5;3;0;0;1;0;0;0;1;776437,3326;5812464,826;13,06322434;52,39249316;0
2921;1,22007E+19;12;0;64;365;2020;7;13;4;3;8;1;0;0;1;0;0;0;0;850198,8284;5848679,391;14,18126746;52,67459537;0
2922;1,22006E+19;12;0;72;240;2020;6;14;7;3;5;2;0;0;1;0;0;0;0;786925,5202;5802821,718;13,20870785;52,30063916;0
2923;1,22009E+19;12;0;69;402;2020;9;23;1;3;2;6;2;0;1;0;0;0;0;756583,0555;5782078,868;12,74901266;52,12955742;0
2924;1,22008E+19;12;0;70;296;2020;8;11;2;3;2;6;0;0;1;0;0;0;0;693174,0859;5883690,41;11,88330396;53,06771871;0
2925;1,22007E+19;12;0;70;280;2020;7;18;1;3;0;7;0;0;0;0;1;0;0;715062,5969;5907343,866;12,22537226;53,27165017;0
2926;1,22008E+19;12;0;61;433;2020;8;17;1;3;3;6;0;0;1;0;0;0;0;807640,8181;5814472,846;13,52224153;52,39385994;0
2927;1,22007E+19;12;0;60;198;2020;7;12;6;3;2;6;0;0;1;0;0;0;0;815680,4222;5865724,203;13,68892549;52,84850952;0
2928;1,22006E+19;12;0;70;325;2020;6;13;3;2;2;7;0;0;0;0;0;1;0;700834,3639;5909498,018;12,01368225;53,2965644;0
2929;1,22009E+19;12;0;65;356;2020;9;14;1;2;8;1;0;0;0;0;1;0;0;794845,0697;5873123,737;13,38717566;52,92663764;0
2930;1,22006E+19;12;0;61;433;2020;6;6;3;3;5;3;0;1;1;0;0;0;0;807848,5579;5814390,738;13,5252095;52,39300736;0
2931;1,22006E+19;12;0;69;306;2020;6;10;7;3;2;6;0;0;1;0;0;0;0;744976,1103;5807329,213;12,59809275;52,36139216;0
2932;1,22007E+19;12;0;72;477;2020;7;19;5;3;4;2;0;0;1;0;0;0;0;803255,0028;5794868,889;13,44033344;52,22058799;0
2933;1,22008E+19;12;0;61;320;2020;8;23;1;3;8;7;2;0;1;0;0;0;0;832737,7222;5759801,923;13,83629917;51,88943442;1
2934;1,22008E+19;12;0;62;333;2020;8;15;6;2;5;3;0;0;1;0;0;0;0;826258,7604;5734826,178;13,71902071;51,66946293;0
2935;1,22008E+19;12;0;72;14;2020;8;13;6;2;8;7;0;0;1;0;0;0;0;808104,9763;5780494,168;13,49808057;52,08905905;0
2936;1,22006E+19;12;0;68;477;2020;6;19;3;3;4;6;0;1;0;0;0;0;0;732807,1335;5865023,036;12,46035811;52,88442688;0
2937;1,22007E+19;12;0;65;84;2020;7;12;2;3;4;6;0;0;1;0;0;0;0;775031,5358;5905231,023;13,12065385;53,22502627;0
2938;1,22006E+19;12;0;60;198;2020;6;15;6;3;8;1;0;0;1;0;0;0;0;814148,8099;5865670,427;13,66620653;52,84892264;1
2939;1,22008E+19;12;0;64;472;2020;8;17;6;3;0;1;0;1;0;0;0;0;0;828624,0796;5829437,733;13,84425879;52,51573659;0
2940;1,22008E+19;12;0;72;232;2020;8;2;6;3;8;1;2;0;1;0;0;0;0;784316,5663;5780845,884;13,15211029;52,10493946;0
2941;1,22006E+19;12;0;64;482;2020;6;14;2;3;2;6;0;0;1;0;1;0;0;860913,0208;5831199,057;14,32001147;52,51110447;0
2942;1,22007E+19;12;0;69;590;2020;7;15;5;3;5;3;0;1;1;0;0;0;0;770038,4336;5808838,25;12,96649756;52,36315925;1
2943;1,22008E+19;12;0;70;424;2020;8;9;7;3;5;3;0;1;1;0;0;0;0;684106,0363;5878215,856;11,74500212;53,02176349;0
2944;1,22007E+19;12;0;65;225;2020;7;13;1;2;3;2;0;0;1;0;0;0;0;792934,4659;5843082,759;13,33195174;52,6583988;1
2945;1,22006E+19;12;0;65;144;2020;6;22;3;3;7;7;2;0;1;0;0;0;0;788525,5798;5843149,43;13,26700914;52,66135896;0
2946;1,22009E+19;12;0;73;452;2020;9;16;5;3;2;6;0;0;1;0;0;0;0;823290,3097;5918029,454;13,85406605;53,31251762;0
2947;1,22007E+19;12;0;61;450;2020;7;14;3;3;9;7;0;0;1;0;0;0;0;855085,701;5774777,801;14,17519788;52,00976286;0
2948;1,22007E+19;12;0;54;0;2020;7;8;6;3;3;6;0;0;1;0;0;1;0;775196,17;5813026,36;13,04549174;52,39815393;0
2949;1,22007E+19;12;0;72;169;2020;7;16;4;3;2;6;0;0;1;0;0;0;0;781723,7863;5772775,747;13,10769429;52,03389483;0
2950;1,22008E+19;12;0;72;120;2020;8;9;4;3;5;2;0;1;1;0;0;0;0;791163,223;5808419,108;13,27552522;52,34859369;0
2951;1,22007E+19;12;0;52;0;2020;7;9;5;3;5;3;0;1;1;0;0;0;0;867282,0676;5747400,792;14,3230232;51,75675267;0
2952;1,22006E+19;12;0;69;656;2020;6;14;7;3;2;2;0;0;1;0;0;0;0;764509,0022;5809791,028;12,88623358;52,37440079;0
2953;1,22006E+19;12;0;71;301;2020;6;11;4;3;2;6;0;0;1;0;0;0;0;873932,9741;5745362,945;14,41676591;51,73411544;0
2954;1,22008E+19;12;0;71;337;2020;8;9;4;3;5;2;0;0;1;0;1;0;0;885634,6334;5773505,896;14,6167832;51,97802582;0
2955;1,22006E+19;12;0;61;260;2020;6;14;6;3;2;6;0;0;1;0;0;0;0;815984,1541;5801557,2;13,63232242;52,27337469;0
2956;1,22007E+19;12;0;60;24;2020;7;16;3;2;5;3;0;0;1;0;1;0;0;814838,379;5855501,6;13,66662632;52,75740919;0
2957;1,22008E+19;12;0;69;604;2020;8;11;5;2;8;1;0;0;1;0;0;0;0;785707,7846;5808149,028;13,19542151;52,34904019;0
2958;1,22007E+19;12;0;69;306;2020;7;19;6;2;4;3;0;0;1;0;1;0;0;755281,2665;5803096,997;12,74589152;52,31872353;0
2959;1,22008E+19;12;0;63;36;2020;8;17;2;3;9;6;0;0;1;0;0;0;0;768869,7824;5834530,996;12,9700958;52,59416521;0
2960;1,22008E+19;12;0;65;225;2020;8;17;3;2;3;2;0;0;1;0;1;0;0;796052,0422;5843983,491;13,37871748;52,6647807;0
2961;1,22007E+19;12;0;51;0;2020;7;21;5;3;2;2;1;0;1;0;0;0;0;743219,9236;5813996,613;12,57719299;52,42199958;0
2962;1,22006E+19;12;0;64;512;2020;6;11;2;2;0;1;0;0;0;0;1;0;0;839041,1954;5851480,34;14,01977148;52,70676866;0
2963;1,22008E+19;12;0;65;96;2020;8;18;3;3;5;3;0;1;1;0;0;0;0;791635,9967;5839989,298;13,3100769;52,63136692;0
2964;1,22007E+19;12;0;54;0;2020;7;22;2;3;9;1;2;0;1;0;0;0;0;778795,3718;5809389,128;13,09523173;52,36371712;0
2965;1,22007E+19;12;0;61;260;2020;7;10;7;3;5;2;0;1;1;0;0;0;0;815569,7987;5804334,197;13,62886776;52,29849767;0
2966;1,22008E+19;12;0;67;124;2020;8;16;2;3;3;6;0;0;1;0;0;0;0;825339,2664;5818495,356;13,78535416;52,41967509;0
2967;1,22006E+19;12;0;71;372;2020;6;8;4;3;2;6;0;0;1;0;0;1;0;872848,623;5727015,975;14,3815909;51,5706009;0
2968;1,22006E+19;12;0;61;433;2020;6;15;7;3;0;7;0;0;1;0;1;0;0;801035,2225;5811239,525;13,42255616;52,36854787;1
2969;1,22007E+19;12;0;72;426;2020;7;16;7;1;8;6;0;1;0;0;1;0;0;786287,1761;5792501,007;13,19062597;52,20843182;0
2970;1,22008E+19;12;0;72;240;2020;8;7;3;2;2;6;0;0;1;0;0;0;0;789888,7299;5803009,092;13,25220517;52,30076419;0
2971;1,22008E+19;12;0;69;216;2020;8;13;7;3;5;2;0;0;1;0;1;0;0;745890,0036;5798309,253;12,60489526;52,28005033;0
2972;1,22008E+19;12;0;64;512;2020;8;16;1;3;5;3;0;1;1;0;0;0;0;846927,2108;5853603,784;14,13826439;52,7207896;0
2973;1,22007E+19;12;0;71;244;2020;7;13;3;3;8;7;0;0;1;0;0;0;0;865525,3265;5743118,283;14,29318587;51,71955975;0
2974;1,22006E+19;12;0;60;269;2020;6;14;7;2;5;3;0;1;1;0;0;0;0;803622,5828;5866919,125;13,51155549;52,86614686;0
2975;1,22009E+19;12;0;64;336;2020;9;9;1;2;9;1;0;0;1;0;0;0;0;818247,992;5831655,083;13,69399346;52,54175713;0
2976;1,22008E+19;12;0;60;269;2020;8;11;1;3;2;6;0;0;1;0;0;0;0;804448,4573;5864719,084;13,52173181;52,8459647;0
2977;1,22007E+19;12;0;60;5;2020;7;13;7;3;2;6;0;0;1;0;0;0;0;812592,8215;5837191,673;13,61609654;52,59464363;0
2978;1,22008E+19;12;0;60;269;2020;8;12;1;1;4;6;0;0;1;0;0;0;1;800144,951;5844647,766;13,43966124;52,66848559;0
2979;1,22007E+19;12;0;52;0;2020;7;18;5;3;5;3;0;1;1;0;0;0;0;867500,6719;5742901,635;14,32143001;51,71633054;0
2980;1,22006E+19;12;0;65;256;2020;6;6;3;3;2;6;0;0;1;0;0;0;0;785537,9101;5852918,996;13,23143504;52,75052773;0
2981;1,22009E+19;12;0;63;208;2020;9;20;6;3;4;6;2;0;1;0;0;1;0;758849,7721;5843826,122;12,8297926;52,6824042;0
2982;1,22006E+19;12;0;64;29;2020;6;10;7;2;4;6;0;0;1;0;0;0;0;830254,1668;5839468,326;13,87817406;52,60460192;0
2983;1,22007E+19;12;0;64;136;2020;7;14;5;2;9;1;0;0;1;0;0;0;1;820938,747;5827811,834;13,72982591;52,5057456;1
2984;1,22008E+19;12;0;70;173;2020;8;14;1;3;8;1;0;0;1;0;0;0;0;683502,113;5894553,912;11,74533782;53,16867017;1
2985;1,22008E+19;12;0;71;76;2020;8;11;6;2;5;3;0;1;1;0;0;0;0;888545,5778;5746094,502;14,62817891;51,73073521;0
2986;1,22006E+19;12;0;71;76;2020;6;7;2;3;5;3;0;1;1;0;0;0;0;889362,0546;5747097,084;14,64106448;51,73914026;0
2987;1,22006E+19;12;0;65;256;2020;6;19;6;3;5;3;0;1;1;0;0;0;0;785645,9557;5853023,972;13,23312281;52,7514118;0
2988;1,22008E+19;12;0;61;572;2020;8;12;5;2;6;4;0;0;1;1;0;0;0;812260,9481;5807192,761;13,58315247;52,32600492;0
2989;1,22008E+19;12;0;67;124;2020;8;13;6;3;5;3;0;1;1;0;0;0;0;822926,4559;5819110,347;13,75059104;52,42661388;0
2990;1,22006E+19;12;0;67;72;2020;6;17;1;3;8;1;0;0;1;0;0;0;0;865867,6083;5808753,132;14,36817912;52,3068988;1
2991;1,22007E+19;12;0;54;0;2020;7;7;4;2;0;1;0;1;0;0;0;0;0;772916,7056;5815220,859;13,01386124;52,41897551;1
2992;1,22008E+19;12;0;66;272;2020;8;9;6;2;5;3;0;1;1;0;0;0;0;838149,7015;5712396,9;13,86879033;51,46149414;0
2993;1,22007E+19;12;0;61;260;2020;7;18;7;3;8;6;0;1;0;1;0;0;0;813730,5026;5803842,034;13,60152495;52,29513997;0
2994;1,22007E+19;12;0;54;0;2020;7;14;3;3;5;2;0;1;1;0;0;0;0;775070,075;5812873,391;13,04351751;52,39684546;0
2995;1,22006E+19;12;0;73;452;2020;6;17;7;2;8;1;0;0;0;0;1;0;0;818874,5378;5921823,413;13,79183632;53,34917721;0
2996;1,22009E+19;12;0;63;208;2020;9;14;1;3;4;6;0;0;1;0;0;0;0;759340,8709;5836300,363;12,83112802;52,6146647;0
2997;1,22008E+19;12;0;61;433;2020;8;9;1;3;1;6;0;0;1;0;0;0;0;813289,5505;5806032,807;13,59711731;52,31502415;0
2998;1,22007E+19;12;0;61;540;2020;7;14;7;2;8;1;0;0;0;0;1;0;0;814056,0757;5807811,022;13,60998504;52,33052173;0
2999;1,22008E+19;12;0;61;260;2020;8;0;1;3;0;1;2;0;0;0;0;0;1;815807,3958;5804225,503;13,63223871;52,29738721;0
3000;1,22007E+19;12;0;69;306;2020;7;0;5;3;8;7;2;0;1;0;0;0;0;758273,9401;5805487,803;12,79153701;52,33877163;1
3001;1,22006E+19;12;0;70;316;2020;6;15;3;3;5;2;0;0;0;0;1;0;1;713617,0361;5888851,206;12,1913701;53,10626003;0
3002;1,22009E+19;12;0;73;69;2020;9;9;7;3;8;1;0;0;1;0;0;0;0;800776,8544;5914045,055;13,51345509;53,29007124;1
3003;1,22006E+19;12;0;60;24;2020;6;20;3;3;6;4;0;0;1;1;0;0;0;815285,2142;5855286,4;13,67301865;52,75522068;0
3004;1,22006E+19;12;0;65;225;2020;6;10;7;3;5;3;0;1;1;0;0;0;0;793447,5805;5842336,997;13,33885294;52,65143641;0
3005;1,22007E+19;12;0;61;332;2020;7;14;5;3;8;1;0;0;1;0;0;0;0;806765,1698;5805978,513;13,50165485;52,31821964;1
3006;1,22008E+19;12;0;64;136;2020;8;18;1;3;8;7;0;0;1;0;0;0;0;820888,0588;5828651,309;13,72989087;52,51329673;0
3007;1,22008E+19;12;0;73;384;2020;8;21;6;3;2;2;1;0;1;0;0;0;1;786289,3301;5904426,389;13,28809479;53,21187057;0
3008;1,22008E+19;12;0;69;216;2020;8;15;6;3;2;2;0;0;1;0;0;0;1;745714,6391;5798736,803;12,60264133;52,28396501;0
3009;1,22006E+19;12;0;61;433;2020;6;16;2;3;2;6;0;0;1;0;0;0;0;807530,2693;5814569,149;13,52071036;52,39478511;0
3010;1,22006E+19;12;0;64;317;2020;6;13;6;2;2;6;0;0;1;0;0;0;0;846612,199;5828832,593;14,10767717;52,49918729;0
3011;1,22008E+19;12;0;54;0;2020;8;16;5;2;8;1;0;0;0;0;1;0;0;778568,449;5821307,415;13,10182932;52,47070759;0
3012;1,22008E+19;12;0;69;17;2020;8;13;6;3;5;3;0;0;1;0;0;0;0;771007,0911;5794833,269;12,96942372;52,23707278;0
3013;1,22006E+19;12;0;51;0;2020;6;14;1;3;2;6;0;0;1;0;1;0;0;740373,4945;5810134,631;12,53264298;52,38860317;0
3014;1,22007E+19;12;0;52;0;2020;7;14;5;3;5;3;0;1;1;0;0;0;0;866644,0339;5747303,83;14,3137169;51,75630223;0
3015;1,22008E+19;12;0;51;0;2020;8;12;6;2;9;6;0;0;1;0;1;0;0;730994,1014;5811764,068;12,39619083;52,40726266;0
3016;1,22007E+19;12;0;68;320;2020;7;13;1;1;6;4;0;0;1;1;0;0;0;754952,5042;5869616,498;12,79236769;52,91559456;1
3017;1,22006E+19;12;0;69;656;2020;6;11;2;2;2;6;0;0;0;0;1;0;0;765481,7533;5814207,427;12,90398879;52,41354334;0
3018;1,22009E+19;12;0;64;227;2020;9;17;5;3;3;6;0;0;1;0;0;0;0;814711,6451;5831536,108;13,64190856;52,54274488;0
3019;1,22007E+19;12;0;64;136;2020;7;16;3;3;5;3;0;1;0;0;0;0;1;822568,064;5830584,081;13,75643584;52,52962198;0
3020;1,22007E+19;12;0;60;181;2020;7;8;6;2;9;1;0;0;1;0;0;0;0;809051,9574;5839064,13;13,56573788;52,61344723;0
3021;1,22007E+19;12;0;65;100;2020;7;13;4;3;0;3;0;0;1;0;1;0;0;778670,5958;5880584,247;13,15363232;53,00216029;1
3022;1,22008E+19;12;0;69;17;2020;8;7;4;3;5;2;0;1;1;0;0;0;0;771324,4447;5794754,693;12,97399682;52,2362118;0
3023;1,22007E+19;12;0;68;320;2020;7;17;5;3;2;6;0;0;1;0;0;0;0;754387,2316;5869877,569;12,78418383;52,91820417;0
3024;1,22006E+19;12;0;61;20;2020;6;13;7;3;8;6;0;1;1;0;0;0;0;817151,2805;5798078,764;13,64610616;52,24153301;0
3025;1,22006E+19;12;0;60;5;2020;6;17;4;3;2;6;0;0;1;0;1;0;0;813337,8427;5838705,397;13,62849196;52,60777897;0
3026;1,22008E+19;12;0;64;227;2020;8;20;4;3;5;3;0;1;1;0;0;0;0;816404,2263;5828313,507;13,6637176;52,51288915;0
3027;1,22006E+19;12;0;60;269;2020;6;15;6;3;0;1;0;0;0;0;1;0;0;806625,4277;5858927,694;13,54852065;52,79283208;1
3028;1,22007E+19;12;0;67;144;2020;7;10;3;3;5;3;0;1;1;0;0;0;0;845031,51;5812324,309;14,06745918;52,35235679;0
3029;1,22008E+19;12;0;60;52;2020;8;16;5;3;5;3;0;1;1;0;0;0;0;824398,6876;5864796,102;13,81700669;52,8350193;0
3030;1,22007E+19;12;0;60;68;2020;7;16;6;3;2;6;0;0;1;0;0;0;1;824151,2828;5889400,88;13,83793034;53,05556834;0
3031;1,22008E+19;12;0;51;0;2020;8;16;2;3;4;6;0;0;1;0;0;0;0;745743,9003;5815413,431;12,61527621;52,43358399;0
3032;1,22008E+19;12;0;72;120;2020;8;6;2;2;3;6;0;0;1;0;1;0;0;795279,6309;5813343,489;13,34011787;52,39053906;0
3033;1,22007E+19;12;0;60;250;2020;7;14;5;2;2;6;0;0;1;0;0;0;0;817396,2066;5853988,951;13,70293776;52,74236131;0
3034;1,22006E+19;12;0;68;306;2020;6;16;2;3;8;7;0;0;1;0;0;0;0;748558,8089;5871256,516;12,69873707;52,93330171;0
3035;1,22008E+19;12;0;54;0;2020;8;20;2;2;0;1;2;1;0;0;0;0;0;775090,6343;5812868,118;13,04381458;52,39678785;0
3036;1,22007E+19;12;0;60;12;2020;7;12;2;3;2;6;0;0;1;0;0;0;0;822790,4522;5877760,984;13,80607726;52,95212434;0
3037;1,22007E+19;12;0;73;69;2020;7;7;7;3;0;3;0;0;1;0;0;0;0;804482,112;5904427,702;13,55967478;53,20178066;0
3038;1,22008E+19;12;0;68;181;2020;8;16;2;2;8;1;0;0;1;0;0;0;0;724803,2412;5896295,671;12,36340141;53,16847101;1
3039;1,22006E+19;12;0;60;280;2020;6;12;4;2;5;3;0;0;1;0;1;0;0;822203,6747;5843606,117;13,76374524;52,64650262;0
