OBJECTID;UIDENTSTLAE;ULAND;UREGBEZ;UKREIS;UGEMEINDE;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84;STRZUSTAND
1;1,22001E+19;12;0;68;468;2020;1;11;5;2;1;7;0;0;0;0;0;1;0;735840,4367;5887204,802;12,52151918;53,08213283;0
2;1,22001E+19;12;0;61;112;2020;1;17;2;3;6;2;0;0;1;1;0;0;0;814106,9919;5811960,55;13,61460865;52,36767768;0
3;1,22001E+19;12;0;67;144;2020;1;16;5;3;5;2;0;1;1;0;0;0;0;845207,3757;5811964,177;14,0696612;52,34902113;1
4;1,22001E+19;12;0;69;76;2020;1;11;6;3;5;3;0;0;1;0;0;0;0;756844,834;5787696,063;12,75707484;52,17983;1
5;1,22001E+19;12;0;62;224;2020;1;16;6;3;3;2;1;1;1;0;0;0;0;793616,4896;5735748,046;13,24913245;51,69573022;0
6;1,22001E+19;12;0;68;320;2020;1;7;2;3;5;3;1;1;1;0;0;0;0;756494,98;5872221,587;12,81731427;52,93822731;0
7;1,22001E+19;12;0;66;196;2020;1;7;3;2;8;1;0;0;1;0;0;0;0;842046,0221;5756948,652;13,96822774;51,85824796;1
8;1,22001E+19;12;0;67;40;2020;1;13;3;2;2;6;0;0;0;0;0;1;0;854931,7173;5811354,805;14,21119611;52,33736328;0
9;1,22001E+19;12;0;65;198;2020;1;20;6;3;7;7;2;0;1;0;0;0;0;787499,5736;5868790,633;13,27438168;52,89177382;1
10;1,22001E+19;12;0;54;0;2020;1;14;7;3;5;3;0;1;1;0;0;0;0;777002,1813;5813905,675;13,07269549;52,40512881;1
11;1,22001E+19;12;0;61;433;2020;1;5;6;1;0;7;2;0;0;0;0;1;0;810365,2426;5806241,544;13,55454703;52,31855474;0
12;1,22001E+19;12;0;61;320;2020;1;10;4;3;5;3;0;0;1;0;0;0;0;826264,5703;5755426,825;13,7384326;51,85405556;1
13;1,22001E+19;12;0;61;540;2020;1;19;3;3;3;6;2;0;1;0;0;1;0;815407,0959;5805636,577;13,62770889;52,31026189;0
14;1,22001E+19;12;0;61;433;2020;1;15;7;3;2;6;0;0;1;0;0;0;0;807345,741;5814804,215;13,51822254;52,39699542;1
15;1,22001E+19;12;0;69;306;2020;1;18;5;3;1;5;2;0;1;0;0;0;0;751205,1538;5805355,854;12,68790301;52,34086934;0
16;1,22001E+19;12;0;69;616;2020;1;15;5;2;5;3;0;1;1;0;0;0;0;791840,6261;5815217,422;13,29135753;52,40918193;0
17;1,22001E+19;12;0;69;604;2020;1;7;6;3;5;2;1;1;1;0;0;0;0;785491,0328;5812181,309;13,19567789;52,38530767;1
18;1,22001E+19;12;0;67;144;2020;1;7;3;3;5;2;1;1;1;0;0;0;0;845329,402;5811708,651;14,07118311;52,34665607;1
19;1,22001E+19;12;0;70;416;2020;1;13;3;2;4;6;0;0;1;0;0;1;0;687485,7046;5879806,258;11,79625178;53,03487023;0
20;1,22001E+19;12;0;69;590;2020;1;19;7;3;1;5;2;0;1;0;0;0;0;769414,8699;5808964,591;12,9574634;52,36459914;0
21;1,22001E+19;12;0;71;32;2020;1;11;3;3;6;4;0;0;1;1;0;0;0;854484,2692;5755220,604;14,14635085;51,83501898;1
22;1,22001E+19;12;0;67;120;2020;1;18;3;3;2;6;2;0;1;0;0;0;0;885435,3119;5792142,283;14,63490718;52,14491375;0
23;1,22001E+19;12;0;62;140;2020;1;6;6;3;8;1;2;0;1;0;0;0;0;825846,1325;5728197,231;13,70690633;51,61029945;2
24;1,22001E+19;12;0;64;336;2020;1;8;4;3;1;5;0;0;1;0;0;0;0;817358,6586;5829556,424;13,67892036;52,5234715;1
25;1,22002E+19;12;0;72;312;2020;2;5;1;3;8;1;2;0;1;0;0;0;0;793665,746;5775016,835;13,28322343;52,04779687;0
26;1,22001E+19;12;0;60;181;2020;1;2;3;3;9;1;2;0;1;0;0;0;0;807495,5558;5840305,685;13,54397779;52,62545649;2
27;1,22001E+19;12;0;54;0;2020;1;21;6;3;6;4;2;0;1;1;0;0;0;776578,4643;5812069,096;13,06496653;52,38887312;1
28;1,22001E+19;12;0;68;320;2020;1;12;5;3;6;4;0;0;1;1;0;0;0;755102,1776;5869404,848;12,79442256;52,91362508;1
29;1,22001E+19;12;0;67;137;2020;1;16;5;2;9;1;0;0;1;0;0;0;0;859759,1321;5788750,498;14,2577179;52,13185519;0
30;1,22001E+19;12;0;71;76;2020;1;7;6;3;2;6;1;0;1;0;0;0;0;888325,8418;5744929,447;14,62371469;51,72046233;1
31;1,22001E+19;12;0;51;0;2020;1;6;2;2;6;3;2;0;0;1;0;0;1;742768,8832;5811799,647;12,56897959;52,40248683;0
32;1,22001E+19;12;0;66;112;2020;1;14;2;3;5;3;0;1;1;0;0;0;0;847045,226;5727012,997;14,01073824;51,58703695;0
33;1,22001E+19;12;0;69;604;2020;1;7;5;3;1;5;1;0;1;0;1;0;0;786231,2295;5812871,253;13,20711344;52,39110761;0
34;1,22001E+19;12;0;61;316;2020;1;7;3;2;4;6;2;0;1;0;0;0;0;830550,2916;5766070,824;13,81063955;51,94690055;1
35;1,22001E+19;12;0;72;477;2020;1;5;5;2;4;3;2;0;1;0;0;0;1;805707,7937;5789377,095;13,471178;52,17000889;1
36;1,22002E+19;12;0;72;17;2020;2;20;7;2;9;1;2;0;1;0;0;0;0;798469,794;5807471,636;13,38163951;52,33617471;1
37;1,22001E+19;12;0;61;20;2020;1;12;7;2;0;1;0;1;0;0;0;0;0;816352,2096;5798159,415;13,63451717;52,24271523;1
38;1,22001E+19;12;0;69;454;2020;1;16;2;3;2;6;2;0;1;0;0;0;0;783073,8737;5807296,164;13,15613682;52,3427581;0
39;1,22001E+19;12;0;60;100;2020;1;23;6;3;7;1;2;0;1;0;0;0;0;825381,0761;5877892,081;13,8446311;52,95173512;1
40;1,22001E+19;12;0;53;0;2020;1;9;6;3;8;1;0;0;1;0;0;0;0;872910,5622;5811420,669;14,47396401;52,32603962;2
41;1,22001E+19;12;0;72;17;2020;1;16;3;3;2;6;2;0;1;0;0;0;0;803196,6321;5804860,083;13,44845303;52,31017614;1
42;1,22002E+19;12;0;73;532;2020;2;18;1;3;9;1;2;0;1;0;0;0;0;850132,8868;5894468,601;14,22951415;53,08456649;1
43;1,22001E+19;12;0;68;181;2020;1;13;3;3;8;6;0;0;1;0;0;0;1;728973,3809;5885344,368;12,41786047;53,0684261;1
44;1,22001E+19;12;0;53;0;2020;1;16;6;3;3;6;2;0;1;0;0;0;0;878173,1153;5814221,053;14,55397071;52,34750085;1
45;1,22001E+19;12;0;62;240;2020;1;15;4;3;8;1;0;0;1;0;0;0;0;816355,2858;5714996,84;13,55841809;51,49739255;0
46;1,22001E+19;12;0;61;316;2020;1;6;4;3;5;3;2;0;1;0;0;0;0;836330,696;5764671,161;13,89306804;51,93090021;1
47;1,22001E+19;12;0;60;198;2020;1;10;2;2;1;1;0;0;1;0;0;1;0;817752,2686;5871120,574;13,72484823;52,89563859;0
48;1,22001E+19;12;0;68;181;2020;1;6;2;2;8;1;2;0;1;0;0;0;0;723294,638;5896512,995;12,34102417;53,17105593;2
49;1,22001E+19;12;0;60;24;2020;1;16;5;3;4;6;2;0;1;0;0;0;0;813292,3485;5854671,421;13,64300009;52,75086855;0
50;1,22001E+19;12;0;65;251;2020;1;7;3;3;5;3;1;0;1;0;0;0;0;773318,52;5846930,623;13,04587563;52,7031424;1
51;1,22001E+19;12;0;71;337;2020;1;17;5;3;9;1;2;0;1;0;0;0;0;868497,6815;5774772,844;14,36975454;52,00098588;1
52;1,22002E+19;12;0;60;20;2020;2;12;7;2;6;4;0;0;1;1;0;0;0;808327,5281;5845245,469;13,56084274;52,66925286;1
53;1,22001E+19;12;0;69;76;2020;1;4;6;3;9;1;2;0;1;0;0;0;0;753370,1438;5785070,772;12,70440433;52,15788234;1
54;1,22001E+19;12;0;64;393;2020;1;10;2;3;4;6;0;0;1;0;0;0;1;835962,5487;5841802,728;13,96452137;52,62201275;0
55;1,22001E+19;12;0;54;0;2020;1;5;3;3;5;3;2;1;1;0;0;0;0;775765,1287;5814309,901;13,05488989;52,4093783;1
56;1,22001E+19;12;0;61;260;2020;1;7;3;3;1;5;0;0;1;0;0;0;1;814076,3299;5803954,277;13,60668406;52,29594838;0
57;1,22001E+19;12;0;62;461;2020;1;21;5;3;9;1;2;0;1;0;0;0;0;790252,8264;5741359,756;13,20527043;51,74779993;2
58;1,22001E+19;12;0;54;0;2020;1;15;1;3;4;6;0;1;0;0;0;0;0;774738,5069;5812566,266;13,03840478;52,39425759;1
59;1,22001E+19;12;0;65;136;2020;1;5;4;2;0;7;2;1;0;0;0;0;0;784198,7058;5841335,138;13,20164518;52,6473764;1
60;1,22001E+19;12;0;63;252;2020;1;15;3;3;2;6;0;0;1;0;0;0;0;725586,2664;5834530,544;12,33226508;52,61384802;0
61;1,22001E+19;12;0;67;481;2020;1;6;2;3;7;7;2;0;1;0;0;0;0;835212,2574;5799722,558;13,91129519;52,24556521;1
62;1,22001E+19;12;0;71;52;2020;1;9;7;3;9;1;0;0;1;0;0;0;0;864803,0663;5761761,918;14,30237604;51,886944;1
63;1,22001E+19;12;0;70;302;2020;1;14;5;3;8;1;0;0;0;0;0;0;1;707009,4685;5865390,82;12,07778639;52,89827441;0
64;1,22001E+19;12;0;64;472;2020;1;13;2;3;0;7;0;1;0;0;0;0;0;828350,1356;5830969,364;13,8417481;52,52962199;0
65;1,22001E+19;12;0;65;136;2020;1;14;5;3;5;3;0;1;1;0;0;0;0;784600,8989;5839812,651;13,20626191;52,63351546;1
66;1,22001E+19;12;0;66;316;2020;1;9;6;1;5;3;0;0;1;0;0;0;0;828777,1732;5709044,037;13,73123007;51,4369668;1
67;1,22001E+19;12;0;73;189;2020;1;12;6;1;9;1;0;0;1;0;0;0;0;860054,8342;5914264,142;14,3992581;53,2551344;0
68;1,22001E+19;12;0;53;0;2020;1;7;1;3;8;1;0;0;1;0;0;0;0;869214,6818;5810500,224;14,418967;52,32029796;0
69;1,22001E+19;12;0;61;572;2020;1;10;3;3;2;2;0;1;1;0;0;0;0;814430,4032;5809014,425;13,61658559;52,3410915;0
70;1,22001E+19;12;0;60;269;2020;1;15;3;3;2;2;0;0;1;0;0;0;0;800534,078;5852946,714;13,45297834;52,74265164;0
71;1,22001E+19;12;0;68;117;2020;1;7;6;3;8;1;2;0;1;0;0;0;0;758693,0158;5846842,02;12,82984923;52,70953106;0
72;1,22001E+19;12;0;61;492;2020;1;12;6;2;2;6;0;0;1;0;0;0;0;818008,4271;5785572,85;13,64689596;52,12897311;0
73;1,22001E+19;12;0;52;0;2020;1;19;4;3;5;2;2;0;1;0;0;0;0;866495,4735;5747251,001;14,31151817;51,75592642;1
74;1,22002E+19;12;0;65;225;2020;2;17;2;3;8;1;2;0;0;0;1;0;0;796013,1599;5844652,118;13,37874443;52,67079527;1
75;1,22001E+19;12;0;71;244;2020;1;17;3;2;8;1;2;0;1;0;0;0;0;854798,7804;5750615,374;14,1461848;51,79357993;0
76;1,22001E+19;12;0;65;36;2020;1;12;7;2;8;1;0;0;1;0;0;0;0;792612,991;5849955,556;13,33331893;52,72018151;1
77;1,22001E+19;12;0;54;0;2020;1;12;6;3;2;6;0;0;1;0;0;1;0;781032,4122;5808617,053;13,1273533;52,35565194;0
78;1,22001E+19;12;0;68;320;2020;1;14;5;3;6;4;0;0;1;1;0;0;0;763033,9543;5866391,627;12,90966872;52,88277823;1
79;1,22001E+19;12;0;64;227;2020;1;7;4;3;2;6;1;0;1;0;0;0;1;815133,085;5826822,094;13,64363665;52,50026096;0
80;1,22001E+19;12;0;53;0;2020;1;9;1;2;5;3;0;1;1;0;0;0;0;877064,6338;5812711,291;14,53608098;52,33475335;0
81;1,22001E+19;12;0;60;5;2020;1;9;6;3;2;6;0;0;1;0;0;0;0;810688,2347;5835509,194;13,586492;52,58065786;0
82;1,22001E+19;12;0;69;345;2020;1;21;5;3;2;6;2;0;1;0;0;0;0;759912,8845;5786476,434;12,80091337;52,16745256;0
83;1,22001E+19;12;0;73;572;2020;1;10;7;2;9;7;0;0;1;0;0;0;0;801765,3037;5891522,069;13,50698044;53,08767699;1
84;1,22001E+19;12;0;64;336;2020;1;7;3;3;6;2;1;0;1;1;0;0;0;819026,777;5829461,102;13,70333273;52,52164407;0
85;1,22001E+19;12;0;65;144;2020;1;7;3;3;2;6;1;0;1;0;0;0;0;787233,2494;5842259,34;13,24717926;52,65406484;1
86;1,22001E+19;12;0;73;532;2020;1;14;6;3;5;3;0;0;1;0;0;0;0;852267,1022;5889605,954;14,25592854;53,03963636;0
87;1,22001E+19;12;0;65;136;2020;1;12;4;3;0;1;0;1;0;0;0;0;0;784065,7463;5841401,979;13,19974274;52,64804528;1
88;1,22002E+19;12;0;69;616;2020;2;6;1;2;9;1;2;0;1;0;0;0;1;791068,559;5814609,536;13,27951073;52,4041431;0
89;1,22001E+19;12;0;65;36;2020;1;14;3;3;5;2;0;1;1;0;0;0;0;789417,6361;5846145,782;13,28279265;52,68774556;0
90;1,22001E+19;12;0;69;20;2020;1;9;6;2;8;1;0;0;1;0;0;0;0;744415,119;5793844,509;12,58008678;52,24064579;0
91;1,22001E+19;12;0;69;454;2020;1;19;4;3;1;5;1;1;1;0;0;0;0;782182,5346;5806231,233;13,14219334;52,33366802;1
92;1,22001E+19;12;0;69;304;2020;1;5;4;2;7;7;2;0;1;0;0;0;0;784834,0553;5814055,871;13,18764411;52,40245754;1
93;1,22001E+19;12;0;73;309;2020;1;7;6;3;0;7;2;0;0;0;0;0;1;852516,3159;5908007,705;14,27983171;53,20419041;1
94;1,22001E+19;12;0;66;52;2020;1;13;2;3;5;3;0;0;1;0;0;0;0;841486,944;5744753,4;13,94813589;51,74934944;0
95;1,22001E+19;12;0;62;289;2020;1;7;2;3;4;1;1;0;1;0;0;0;0;804535,5775;5750017,638;13,41914794;51,81783838;0
96;1,22001E+19;12;0;64;393;2020;1;6;5;3;2;2;2;0;1;0;0;0;0;837636,001;5843685,801;13,99107154;52,63784021;1
97;1,22001E+19;12;0;66;52;2020;1;22;5;3;9;1;2;0;1;0;0;0;0;835239,6345;5744886,569;13,85809488;51,75431287;0
98;1,22001E+19;12;0;71;76;2020;1;21;6;3;3;6;2;0;1;0;0;1;0;887651,5211;5743846,167;14,61279579;51,71123489;0
99;1,22001E+19;12;0;72;426;2020;1;14;2;2;4;6;0;0;1;0;0;0;0;782579,3891;5792426,826;13,13644431;52,20967927;0
100;1,22001E+19;12;0;63;36;2020;1;8;2;3;2;1;0;0;0;0;0;1;1;768954,4323;5836432,255;12,97288739;52,61117463;0
101;1,22001E+19;12;0;68;320;2020;1;5;6;2;5;2;2;0;1;0;0;0;0;755462,8416;5867126,371;12,79798408;52,8930163;0
102;1,22001E+19;12;0;63;252;2020;1;14;3;3;6;7;0;1;0;1;0;0;0;726047,941;5833766,91;12,33855031;52,60680272;1
103;1,22002E+19;12;0;65;332;2020;2;20;1;3;3;6;2;0;1;0;0;0;0;785318,3211;5845110,299;13,22141482;52,68063544;1
104;1,22001E+19;12;0;69;304;2020;1;6;2;2;9;1;2;0;1;0;0;0;0;784815,5781;5813908,859;13,18724824;52,40114899;1
105;1,22001E+19;12;0;60;296;2020;1;23;6;2;9;1;2;0;1;0;0;0;0;825386,6085;5877893,635;13,84471471;52,95174569;1
106;1,22001E+19;12;0;60;5;2020;1;16;4;1;2;6;1;0;1;0;0;0;0;811008,3196;5832111,071;13,58801537;52,55002362;0
107;1,22001E+19;12;0;64;29;2020;1;18;4;2;4;6;2;1;0;0;0;0;0;823271,5165;5834000,974;13,77009461;52,5598172;0
108;1,22001E+19;12;0;73;572;2020;1;11;2;3;0;1;0;1;0;0;0;0;0;796037,1062;5888439,933;13,41887395;53,06325797;0
109;1,22001E+19;12;0;62;469;2020;1;18;1;3;9;1;2;0;1;0;0;0;0;819319,328;5737851,419;13,62176963;51,70056002;0
110;1,22001E+19;12;0;67;426;2020;1;9;5;3;5;2;0;0;1;0;0;1;0;848735,6722;5807073,006;14,11618581;52,30299222;0
111;1,22001E+19;12;0;61;332;2020;1;20;2;2;5;2;2;0;1;0;1;0;0;811027,919;5803305,939;13,56152799;52,29187111;0
112;1,22001E+19;12;0;67;120;2020;1;17;5;3;2;2;2;0;1;0;0;0;0;885438,3728;5792159,08;14,63497073;52,1450619;1
113;1,22001E+19;12;0;69;397;2020;1;9;6;3;2;6;0;0;0;0;0;1;0;771972,9774;5802296,617;12,98954801;52,30353376;0
114;1,22001E+19;12;0;61;316;2020;1;18;5;3;2;6;2;0;1;0;0;0;0;835211,4557;5766402,286;13,87853464;51,94708306;0
115;1,22001E+19;12;0;60;52;2020;1;13;3;3;6;2;0;0;1;1;0;0;0;824556,805;5865044,748;13,81959266;52,83715149;1
116;1,22001E+19;12;0;63;252;2020;1;16;5;3;4;2;1;1;1;0;0;0;0;726090,6103;5831206,399;12,33743076;52,58380496;1
117;1,22002E+19;12;0;62;410;2020;2;21;7;3;0;7;2;1;0;0;0;0;0;809893,7642;5715118,611;13,46572703;51,50206114;1
118;1,22001E+19;12;0;64;227;2020;1;20;7;2;4;2;2;0;1;0;0;0;0;814763,532;5830469,576;13,64166097;52,53315812;1
119;1,22001E+19;12;0;51;0;2020;1;7;2;3;5;3;0;1;1;0;0;0;0;740451,4343;5812324,677;12,53535825;52,40822075;0
120;1,22001E+19;12;0;63;36;2020;1;10;3;2;7;5;0;0;0;0;0;1;0;768927,1422;5836318,38;12,97239276;52,61016686;1
121;1,22001E+19;12;0;54;0;2020;1;16;3;3;2;6;1;1;0;0;1;0;0;775753,6445;5812755,238;13,05344145;52,39544214;0
122;1,22001E+19;12;0;62;500;2020;1;19;5;3;8;1;2;0;1;0;0;0;0;801152,0989;5719522,936;13,3439126;51,54627251;2
123;1,22001E+19;12;0;65;36;2020;1;10;2;3;5;3;0;0;1;0;0;0;0;789909,1838;5846120,434;13,29002207;52,68725564;0
124;1,22001E+19;12;0;65;165;2020;1;14;7;3;2;6;0;0;1;0;1;0;0;774189,6319;5851112,257;13,06222367;52,7402;0
125;1,22001E+19;12;0;72;297;2020;1;6;4;2;2;3;2;0;1;0;0;0;0;762836,518;5765315,402;12,8272751;51,97623952;1
126;1,22001E+19;12;0;65;332;2020;1;13;2;3;6;4;0;0;1;1;0;0;0;782512,7902;5845324,205;13,18020998;52,68402259;0
127;1,22001E+19;12;0;65;256;2020;1;11;5;3;5;3;0;1;1;0;0;0;0;786246,8314;5853430,547;13,24235564;52,75473909;1
128;1,22001E+19;12;0;52;0;2020;1;5;6;3;5;2;2;1;1;0;0;0;0;869025,9113;5743469,952;14,34401371;51,72041785;1
129;1,22001E+19;12;0;60;181;2020;1;6;6;2;4;2;2;1;1;0;0;0;0;807598,0039;5840797,151;13,54594385;52,62980287;0
130;1,22001E+19;12;0;70;60;2020;1;11;1;3;0;1;0;1;0;0;0;0;0;681306,42;5877646,184;11,70299132;53,01760373;0
131;1,22001E+19;12;0;52;0;2020;1;11;5;3;2;6;0;0;1;0;0;0;0;869666,831;5742803,47;14,35254502;51,71402973;0
132;1,22001E+19;12;0;71;76;2020;1;15;3;3;2;6;0;0;1;0;0;0;1;888107,4314;5744682,56;14,62029331;51,71840418;1
133;1,22001E+19;12;0;64;472;2020;1;12;3;3;5;2;0;1;1;0;0;0;0;829766,067;5834310,597;13,86586184;52,55869726;0
134;1,22001E+19;12;0;62;461;2020;1;1;6;2;8;1;2;0;1;0;0;0;0;792067,9951;5747502,27;13,23665575;51,8019355;1
135;1,22001E+19;12;0;70;316;2020;1;22;2;2;3;2;2;0;1;0;0;0;0;713680,0928;5898758,153;12,19891871;53,19515173;1
136;1,22001E+19;12;0;64;472;2020;1;14;5;2;4;7;0;0;1;0;0;0;0;830746,9587;5838081,862;13,88403965;52,59188333;0
137;1,22001E+19;12;0;61;433;2020;1;10;3;3;5;3;0;0;1;0;0;0;0;810142,554;5811225,045;13,55588784;52,3633428;0
138;1,22001E+19;12;0;67;72;2020;1;16;3;3;2;7;0;0;1;0;0;1;0;861950,6767;5810323,878;14,31266545;52,32355303;0
139;1,22001E+19;12;0;66;41;2020;1;15;5;1;3;6;0;1;1;0;0;0;0;839754,0658;5737680,08;13,91623366;51,68703772;0
140;1,22001E+19;12;0;65;256;2020;1;11;1;3;0;7;0;1;0;0;0;0;0;786646,0531;5853738,831;13,24852403;52,75729138;0
141;1,22001E+19;12;0;54;0;2020;1;13;6;3;2;6;0;0;1;0;0;0;0;774924,6925;5818806,048;13,0462622;52,45012197;0
142;1,22001E+19;12;0;69;397;2020;1;6;4;3;3;1;2;1;1;0;0;0;0;778633,9581;5803666,959;13,08812468;52,31248552;0
143;1,22001E+19;12;0;64;472;2020;1;12;4;3;2;6;0;0;1;0;0;0;0;829506,0677;5832967,047;13,86070722;52,54681944;0
144;1,22001E+19;12;0;69;402;2020;1;14;7;3;2;6;0;0;1;0;0;0;0;755986,1811;5781271,367;12,73970433;52,12258952;1
145;1,22001E+19;12;0;69;454;2020;1;16;5;3;5;3;0;1;1;0;0;0;0;779491,7449;5807868,296;13,10416659;52,34972481;0
146;1,22001E+19;12;0;72;53;2020;1;7;5;3;5;3;1;0;1;0;1;0;0;804799,255;5755793,012;13,42804864;51,86946729;1
147;1,22001E+19;12;0;69;648;2020;1;0;6;3;2;6;2;0;1;0;0;0;0;736774,7347;5800310,281;12,47293684;52,30200822;1
148;1,22001E+19;12;0;68;117;2020;1;12;5;2;2;6;0;1;1;0;0;0;0;758945,4561;5854096,906;12,83930027;52,77448427;0
149;1,22001E+19;12;0;67;440;2020;1;15;3;3;5;3;0;0;1;0;0;0;1;819933,958;5824339,397;13,71173878;52,47522341;1
150;1,22001E+19;12;0;65;256;2020;1;18;3;3;0;1;2;0;0;0;0;0;1;787333,4883;5852222,599;13,25735459;52,7433335;0
151;1,22001E+19;12;0;64;388;2020;1;8;6;2;9;1;0;0;1;0;0;0;0;875906,4383;5829270,552;14,53774601;52,48372744;2
152;1,22001E+19;12;0;60;20;2020;1;7;4;3;2;2;2;0;1;0;0;0;1;806453,8865;5851739,905;13,53926854;52,72851586;1
153;1,22002E+19;12;0;52;0;2020;2;6;1;2;8;1;2;0;1;0;0;0;0;867024,8264;5749709,945;14,32174971;51,77759393;1
154;1,22001E+19;12;0;62;124;2020;1;12;6;2;3;6;0;1;1;0;0;0;0;813882,3547;5710152,518;13,51860353;51,45534683;0
155;1,22001E+19;12;0;60;269;2020;1;15;4;3;5;3;0;0;1;0;0;0;0;807683,4448;5856900,962;13,56225738;52,77406827;1
156;1,22002E+19;12;0;72;312;2020;2;15;1;2;9;1;0;0;1;0;0;0;0;788322,4464;5783498,765;13,21268731;52,12665421;1
157;1,22001E+19;12;0;60;52;2020;1;11;3;3;0;7;0;0;0;0;0;0;1;823282,4041;5864614,784;13,800315;52,83406542;1
158;1,22001E+19;12;0;54;0;2020;1;7;6;3;5;3;2;0;1;0;0;0;1;777820,001;5812433,773;13,08346592;52,39151517;0
159;1,22001E+19;12;0;65;36;2020;1;7;5;3;2;6;0;0;1;0;0;0;0;788690,5993;5847644,207;13,27338052;52,7015665;1
160;1,22001E+19;12;0;60;100;2020;1;19;5;3;2;1;2;0;1;0;0;1;0;820037,7343;5873569,949;13,76111525;52,9162269;0
161;1,22001E+19;12;0;62;124;2020;1;11;6;3;5;3;0;0;1;0;0;1;0;814010,721;5711098,869;13,5212851;51,46375858;0
162;1,22001E+19;12;0;69;345;2020;1;18;4;3;2;6;2;0;1;0;0;0;0;760098,4131;5786559,302;12,80368351;52,16810859;0
163;1,22001E+19;12;0;69;616;2020;1;13;2;3;2;2;0;0;1;0;0;0;0;790555,102;5814030,201;13,27148175;52,39922186;0
164;1,22001E+19;12;0;66;8;2020;1;15;2;3;6;4;0;0;1;1;0;0;0;847957,0737;5733970,996;14,03075295;51,64879735;0
165;1,22001E+19;12;0;63;273;2020;1;11;5;3;4;6;0;0;1;0;0;0;0;780976,3082;5835467,257;13,14915481;52,59644037;0
166;1,22001E+19;12;0;54;0;2020;1;18;3;3;5;3;2;1;1;0;0;0;0;773591,2582;5814904,698;13,02349705;52,41580331;0
167;1,22001E+19;12;0;65;256;2020;1;18;6;3;2;6;2;0;1;0;0;0;0;790911,7482;5854932,095;13,31261293;52,76570989;1
168;1,22002E+19;12;0;69;17;2020;2;9;7;2;3;6;0;0;1;0;0;1;0;765399,2798;5790548,223;12,88413367;52,20136695;0
169;1,22001E+19;12;0;52;0;2020;1;12;7;3;2;6;0;0;1;0;0;0;0;867813,6777;5743168,471;14,32622271;51,71851443;0
170;1,22001E+19;12;0;72;240;2020;1;16;2;3;5;2;0;1;1;0;0;0;0;789532,6736;5803788,717;13,24766804;52,30794182;0
171;1,22001E+19;12;0;64;227;2020;1;18;6;3;5;3;2;1;1;0;0;0;0;814233,1173;5830914,73;13,63428789;52,53745305;1
172;1,22001E+19;12;0;53;0;2020;1;11;4;3;9;1;0;0;1;0;0;0;0;869625,5435;5817730,194;14,4329199;52,38473034;0
173;1,22001E+19;12;0;72;2;2020;1;8;3;3;2;6;0;1;0;0;0;0;1;800091,4823;5780508,585;13,3814778;52,09358875;0
174;1,22001E+19;12;0;65;356;2020;1;16;3;3;0;7;0;0;1;0;0;0;1;788531,1779;5876888,151;13,29686718;52,96381012;0
175;1,22001E+19;12;0;64;340;2020;1;10;6;3;5;3;0;0;1;0;0;0;0;854646,9599;5846451,417;14,24438562;52,65176024;0
176;1,22001E+19;12;0;66;176;2020;1;14;4;3;5;3;0;0;1;0;0;0;0;830836,7307;5719927,885;13,77094811;51,53329486;0
177;1,22001E+19;12;0;51;0;2020;1;16;4;2;5;3;1;0;1;0;0;0;0;740109,3484;5815147,693;12,53236533;52,43370248;0
178;1,22001E+19;12;0;60;20;2020;1;19;6;2;6;1;2;0;1;1;0;0;0;810725,1959;5847086,401;13,59792121;52,68438127;1
179;1,22001E+19;12;0;52;0;2020;1;11;2;3;6;4;0;1;0;1;0;0;0;867984,2114;5746444,169;14,33214042;51,74772819;0
180;1,22001E+19;12;0;64;512;2020;1;8;2;3;0;7;0;1;1;1;0;0;0;846523,4987;5852997,565;14,13167246;52,71562013;0
181;1,22001E+19;12;0;73;532;2020;1;14;5;2;4;2;0;1;1;0;0;0;0;853661,3721;5892498,807;14,27980815;53,06461165;0
182;1,22001E+19;12;0;67;426;2020;1;12;3;3;4;6;0;0;1;0;0;0;0;851854,3525;5802513,984;14,15698487;52,26018324;1
183;1,22001E+19;12;0;61;217;2020;1;9;5;3;7;7;0;0;1;0;0;0;0;819556,5231;5798342,792;13,6814643;52,24250882;1
184;1,22002E+19;12;0;60;52;2020;2;9;7;3;3;6;0;0;1;0;1;0;0;823228,308;5864630,405;13,79953028;52,83423778;1
185;1,22001E+19;12;0;63;186;2020;1;3;6;3;9;1;2;0;1;0;0;0;0;745507,9323;5831448,79;12,62363987;52,57756327;2
186;1,22001E+19;12;0;73;225;2020;1;6;2;3;8;7;2;0;1;0;0;0;0;834267,2909;5905699,896;14,00526459;53,1953026;1
187;1,22001E+19;12;0;69;20;2020;1;15;4;2;7;7;0;1;0;0;0;0;1;744299,1685;5779140,3;12,56780677;52,10875348;0
188;1,22001E+19;12;0;54;0;2020;1;9;3;3;5;2;0;1;1;0;0;0;0;776564,6644;5812241,011;13,06490612;52,39042178;0
189;1,22001E+19;12;0;61;433;2020;1;19;3;3;5;2;2;0;1;0;0;0;0;802296,326;5810899,236;13,44071651;52,36480391;0
